VIN_1_10,County,City,State,Postal_Code,Model_Year,Make,Model,Electric_Vehicle_Type,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Electric_Utility
3FA6P0PU0F,king,seattle,WA,98125,2015,ford,fusion,plug-in hybrid electric vehicle (phev),19,0,46,137410409,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RD6S55H,stevens,nine mile falls,WA,99026,2017,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,7,141964049,NO KNOWN ELECTRIC UTILITY SERVICE
5YJ3E1EB2K,king,seattle,WA,98112,2019,tesla,model 3,battery electric vehicle (bev),220,0,43,175400515,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3MW39FS09P,king,sammamish,WA,98029,2023,bmw,330e,plug-in hybrid electric vehicle (phev),20,0,5,251229842,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1L76J,king,bellevue,WA,98007,2018,chrysler,pacifica,plug-in hybrid electric vehicle (phev),33,0,48,227672693,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKARFP4J,king,bellevue,WA,98008,2018,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,48,145558780,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWKP7AU4G,king,seattle,WA,98125,2016,volkswagen,e-golf,battery electric vehicle (bev),83,0,46,202143602,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA7K,king,seattle,WA,98144,2019,tesla,model 3,battery electric vehicle (bev),220,0,37,138247679,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1RB6E48E,clark,brush prairie,WA,98606,2014,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,18,289232142,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JTDKARFP5J,king,shoreline,WA,98133,2018,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,32,274478389,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB7J,king,seattle,WA,98116,2018,tesla,model 3,battery electric vehicle (bev),215,0,34,476240222,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KMHC65LD5K,king,shoreline,WA,98155,2019,hyundai,ioniq,plug-in hybrid electric vehicle (phev),29,0,32,144349670,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JHMZC5F36J,king,seattle,WA,98112,2018,honda,clarity,plug-in hybrid electric vehicle (phev),47,0,43,324294967,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JTDKN3DP4D,king,burien,WA,98166,2013,toyota,prius plug-in,plug-in hybrid electric vehicle (phev),6,0,34,181311266,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA0J,king,bellevue,WA,98004,2018,tesla,model 3,battery electric vehicle (bev),215,0,41,227350203,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
7JRH60FJ6R,clark,brush prairie,WA,98606,2024,volvo,s60,plug-in hybrid electric vehicle (phev),41,0,18,258852128,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5LMTJ5DZ8P,clark,vancouver,WA,98682,2023,lincoln,corsair,plug-in hybrid electric vehicle (phev),28,0,17,245799102,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
YV4H60CE1R,clark,vancouver,WA,98684,2024,volvo,xc90,plug-in hybrid electric vehicle (phev),32,0,17,260345564,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WA1LABGE6K,king,normandy park,WA,98166,2019,audi,e-tron,battery electric vehicle (bev),204,0,33,2471717,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1CP0C,king,sammamish,WA,98074,2012,tesla,model s,battery electric vehicle (bev),265,59900,45,264362836,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3C3CFFGE1F,clark,ridgefield,WA,98642,2015,fiat,500,battery electric vehicle (bev),87,0,18,259782365,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJYGDEE7L,king,bellevue,WA,98006,2020,tesla,model y,battery electric vehicle (bev),291,0,41,110798908,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1FY6S04K,clark,vancouver,WA,98663,2019,chevrolet,bolt ev,battery electric vehicle (bev),238,0,49,213470582,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5UX43EU09R,king,bellevue,WA,98008,2024,bmw,x5,plug-in hybrid electric vehicle (phev),39,0,48,262231525,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EB9J,king,seattle,WA,98133,2018,tesla,model 3,battery electric vehicle (bev),215,0,32,474326702,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2C4RC1L75J,king,renton,WA,98055,2018,chrysler,pacifica,plug-in hybrid electric vehicle (phev),33,0,33,304262024,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JF2GTDNC0K,king,kirkland,WA,98033,2019,subaru,crosstrek,plug-in hybrid electric vehicle (phev),17,34995,48,4872962,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JA4J24A53L,thurston,olympia,WA,98501,2020,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),22,0,22,167196242,PUGET SOUND ENERGY INC
1G1FX6S02J,clark,vancouver,WA,98665,2018,chevrolet,bolt ev,battery electric vehicle (bev),238,0,49,211099066,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WBY1Z4C55F,king,kirkland,WA,98033,2015,bmw,i3,plug-in hybrid electric vehicle (phev),72,0,48,214760332,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KMHC05LH0H,king,kirkland,WA,98033,2017,hyundai,ioniq,battery electric vehicle (bev),124,0,45,1495133,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP5CU0F,king,seattle,WA,98133,2015,ford,c-max,plug-in hybrid electric vehicle (phev),19,0,32,8102993,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1DP5D,king,seattle,WA,98121,2013,tesla,model s,battery electric vehicle (bev),208,69900,36,150788277,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JN1AZ0CP0B,kitsap,bainbridge island,WA,98110,2011,nissan,leaf,battery electric vehicle (bev),73,0,23,126817778,PUGET SOUND ENERGY INC
WA1F2AFY7L,king,seattle,WA,98112,2020,audi,q5 e,plug-in hybrid electric vehicle (phev),20,0,43,102278123,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDCC3LG9L,king,kirkland,WA,98033,2020,kia,niro,battery electric vehicle (bev),239,0,45,148759579,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDACACU6P,king,seattle,WA,98122,2023,toyota,prius prime,plug-in hybrid electric vehicle (phev),39,0,37,245511458,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EA6L,king,seattle,WA,98125,2020,tesla,model 3,battery electric vehicle (bev),266,0,46,3573279,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4JJXP65P,king,tukwila,WA,98188,2023,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,11,239716557,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTDKAMFP9M,thurston,yelm,WA,98597,2021,toyota,prius prime,plug-in hybrid electric vehicle (phev),25,0,2,262162673,PUGET SOUND ENERGY INC
KNDCM3LD3L,king,seattle,WA,98133,2020,kia,niro,plug-in hybrid electric vehicle (phev),26,0,32,154002691,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4RJXR68R,snohomish,lake stevens,WA,98258,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,44,261789979,PUGET SOUND ENERGY INC
3FA6P0SUXH,king,seattle,WA,98112,2017,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,43,249462349,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
ZASPATDW6R,snohomish,bothell,WA,98012,2024,alfa romeo,tonale,plug-in hybrid electric vehicle (phev),33,0,21,261022345,PUGET SOUND ENERGY INC
WBY8P6C02L,kitsap,bainbridge island,WA,98110,2020,bmw,i3,battery electric vehicle (bev),153,0,23,245223989,PUGET SOUND ENERGY INC
KNDRMDLH9P,king,seattle,WA,98125,2023,kia,sorento,plug-in hybrid electric vehicle (phev),32,0,46,224715942,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5UXTA6C03M,kitsap,bainbridge island,WA,98110,2021,bmw,x5,plug-in hybrid electric vehicle (phev),30,0,23,171547435,PUGET SOUND ENERGY INC
1G1RC6S50H,clark,vancouver,WA,98683,2017,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,17,476325013,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5UX43EU00R,king,seattle,WA,98101,2024,bmw,x5,plug-in hybrid electric vehicle (phev),39,0,43,259190102,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E25J,clark,vancouver,WA,98682,2018,tesla,model s,battery electric vehicle (bev),249,0,17,477328162,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JA4J24A57L,king,kent,WA,98030,2020,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),22,0,33,127438769,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA0H,king,kent,WA,98030,2017,tesla,model 3,battery electric vehicle (bev),220,0,47,135149584,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3FA6P0PU8J,king,seattle,WA,98125,2018,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,46,148511044,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4AZ1CP6K,king,bothell,WA,98011,2019,nissan,leaf,battery electric vehicle (bev),150,0,1,334557891,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1CP0J,kitsap,bainbridge island,WA,98110,2018,nissan,leaf,battery electric vehicle (bev),151,0,23,121165957,PUGET SOUND ENERGY INC
WA1F2AFY9R,king,newcastle,WA,98059,2024,audi,q5 e,plug-in hybrid electric vehicle (phev),23,0,41,262946715,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RD6S50J,kitsap,silverdale,WA,98383,2018,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,23,182588052,PUGET SOUND ENERGY INC
5YJ3E1EBXK,thurston,olympia,WA,98502,2019,tesla,model 3,battery electric vehicle (bev),220,0,22,121805008,PUGET SOUND ENERGY INC
JN1AZ0CP7B,king,kirkland,WA,98033,2011,nissan,leaf,battery electric vehicle (bev),73,0,45,180120202,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1H42F,clark,vancouver,WA,98685,2015,tesla,model s,battery electric vehicle (bev),208,0,18,242394687,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
JM3KKDHA9R,king,seattle,WA,98117,2024,mazda,cx-90,plug-in hybrid electric vehicle (phev),26,0,36,268688535,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY1Z4C52F,kitsap,bainbridge island,WA,98110,2015,bmw,i3,plug-in hybrid electric vehicle (phev),72,0,23,212390216,PUGET SOUND ENERGY INC
1G1FY6S09K,king,kent,WA,98042,2019,chevrolet,bolt ev,battery electric vehicle (bev),238,0,47,240627138,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5UX43EU08R,king,seattle,WA,98112,2024,bmw,x5,plug-in hybrid electric vehicle (phev),39,0,43,254981576,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1G1FX6S01H,king,seattle,WA,98125,2017,chevrolet,bolt ev,battery electric vehicle (bev),238,0,46,3606683,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FMCU0E19P,kitsap,bremerton,WA,98312,2023,ford,escape,plug-in hybrid electric vehicle (phev),37,0,35,240311508,PUGET SOUND ENERGY INC
5YJ3E1EB8K,king,seattle,WA,98112,2019,tesla,model 3,battery electric vehicle (bev),220,0,43,477149263,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJ3E1EB9L,kitsap,bainbridge island,WA,98110,2020,tesla,model 3,battery electric vehicle (bev),322,0,23,9148170,PUGET SOUND ENERGY INC
5YJ3E1EB4J,snohomish,lynnwood,WA,98087,2018,tesla,model 3,battery electric vehicle (bev),215,0,21,475654028,PUGET SOUND ENERGY INC
1G1RD6E40E,king,seattle,WA,98125,2014,chevrolet,volt,plug-in hybrid electric vehicle (phev),38,0,46,218893349,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4BZ0CP8G,king,bellevue,WA,98006,2016,nissan,leaf,battery electric vehicle (bev),84,0,41,477811113,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJXN63R,kitsap,bremerton,WA,98312,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,35,256145354,PUGET SOUND ENERGY INC
WBY1Z2C50E,king,seattle,WA,98125,2014,bmw,i3,battery electric vehicle (bev),81,0,46,245013450,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJYGDEE8L,king,kirkland,WA,98033,2020,tesla,model y,battery electric vehicle (bev),291,0,48,127383987,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JN1AZ0CP5C,king,seattle,WA,98178,2012,nissan,leaf,battery electric vehicle (bev),73,0,37,182878230,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1N4BZ0CP3G,king,redmond,WA,98052,2016,nissan,leaf,battery electric vehicle (bev),84,0,45,187047213,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JHMZC5F1XK,king,kirkland,WA,98034,2019,honda,clarity,plug-in hybrid electric vehicle (phev),47,0,1,268373577,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EAXK,king,kirkland,WA,98034,2019,tesla,model 3,battery electric vehicle (bev),220,0,1,1470045,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1N78L,king,renton,WA,98059,2020,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,11,103130282,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1H15E,king,renton,WA,98056,2014,tesla,model s,battery electric vehicle (bev),208,69900,41,9313111,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1H22F,king,woodinville,WA,98072,2015,tesla,model s,battery electric vehicle (bev),208,0,45,177044542,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E46G,king,kirkland,WA,98033,2016,tesla,model s,battery electric vehicle (bev),210,0,45,105418449,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJSA1E20K,king,kirkland,WA,98034,2019,tesla,model s,battery electric vehicle (bev),270,0,1,477598341,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4H60DN0P,king,normandy park,WA,98166,2023,volvo,xc60,plug-in hybrid electric vehicle (phev),35,0,33,240143186,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4BZ1CP7K,king,seattle,WA,98125,2019,nissan,leaf,battery electric vehicle (bev),150,0,46,104848243,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WA1G2AFY1M,king,bellevue,WA,98005,2021,audi,q5 e,plug-in hybrid electric vehicle (phev),18,0,48,157673512,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WAUUPBFF2H,thurston,olympia,WA,98516,2017,audi,a3,plug-in hybrid electric vehicle (phev),16,0,2,251122147,PUGET SOUND ENERGY INC
1G6RL1E47G,yakima,yakima,WA,98902,2016,cadillac,elr,plug-in hybrid electric vehicle (phev),40,0,15,121298642,PACIFICORP
2C4RC1S75P,king,bothell,WA,98011,2023,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,1,261937196,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
ZACPDFCW3R,king,tukwila,WA,98188,2024,dodge,hornet,plug-in hybrid electric vehicle (phev),32,0,11,261431432,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTMAB3FV4P,thurston,olympia,WA,98501,2023,toyota,rav4 prime,plug-in hybrid electric vehicle (phev),42,0,22,257264213,PUGET SOUND ENERGY INC
YV4BR0CL7K,king,bellevue,WA,98006,2019,volvo,xc90,plug-in hybrid electric vehicle (phev),17,0,41,225959303,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCBE2XL,king,kirkland,WA,98034,2020,tesla,model x,battery electric vehicle (bev),293,0,1,262490385,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1CPXK,king,seattle,WA,98109,2019,nissan,leaf,battery electric vehicle (bev),150,0,36,261722702,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KNDPYDAH9P,king,kenmore,WA,98028,2023,kia,sportage,plug-in hybrid electric vehicle (phev),34,0,46,249944635,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA9J,king,kirkland,WA,98033,2018,tesla,model 3,battery electric vehicle (bev),215,0,45,345021302,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1G1RB6S58H,thurston,olympia,WA,98512,2017,chevrolet,volt,plug-in hybrid electric vehicle (phev),53,0,35,270543290,PUGET SOUND ENERGY INC
5YJXCBE20L,king,newcastle,WA,98056,2020,tesla,model x,battery electric vehicle (bev),293,0,41,268594987,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JN1AZ0CPXB,kitsap,bainbridge island,WA,98110,2011,nissan,leaf,battery electric vehicle (bev),73,0,23,247742386,PUGET SOUND ENERGY INC
YV4BR0DK2M,king,bellevue,WA,98006,2021,volvo,xc60,plug-in hybrid electric vehicle (phev),18,0,41,151921752,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA9K,clark,vancouver,WA,98682,2019,tesla,model 3,battery electric vehicle (bev),220,0,17,124333156,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5UXTS1C07L,snohomish,edmonds,WA,98026,2020,bmw,x3,plug-in hybrid electric vehicle (phev),17,0,21,125708411,PUGET SOUND ENERGY INC
2C4RC1L71P,king,tukwila,WA,98188,2023,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,11,244110499,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
ZACPDFCW0R,king,tukwila,WA,98188,2024,dodge,hornet,plug-in hybrid electric vehicle (phev),32,0,11,264351818,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4BZ1CP9K,king,bellevue,WA,98007,2019,nissan,leaf,battery electric vehicle (bev),150,0,48,107021554,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCAE24J,king,north bend,WA,98045,2018,tesla,model x,battery electric vehicle (bev),238,0,5,474685900,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJXCDE28K,king,kirkland,WA,98034,2019,tesla,model x,battery electric vehicle (bev),289,0,45,255302547,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4AZ1CP2K,king,kirkland,WA,98034,2019,nissan,leaf,battery electric vehicle (bev),150,0,45,160577413,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
2C4RC1S73P,king,bellevue,WA,98004,2023,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,41,252885237,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA1J,clark,vancouver,WA,98682,2018,tesla,model 3,battery electric vehicle (bev),215,0,17,257918482,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5YJXCBE28J,king,seattle,WA,98125,2018,tesla,model x,battery electric vehicle (bev),238,0,46,244732029,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0SU2H,king,burien,WA,98166,2017,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,34,334755459,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
2C4RC1L70P,king,tukwila,WA,98188,2023,chrysler,pacifica,plug-in hybrid electric vehicle (phev),32,0,11,240737087,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJXU66R,king,seattle,WA,98109,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,36,251356591,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJSA1E49G,king,shoreline,WA,98177,2016,tesla,model s,battery electric vehicle (bev),210,0,32,262417529,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1C4RJYB61R,king,normandy park,WA,98166,2024,jeep,grand cherokee,plug-in hybrid electric vehicle (phev),25,0,33,268572398,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
YV4BR0PL9J,king,redmond,WA,98052,2018,volvo,xc90,plug-in hybrid electric vehicle (phev),19,64950,45,157273945,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1N4BZ1DP0L,king,sammamish,WA,98075,2020,nissan,leaf,battery electric vehicle (bev),215,0,41,256084720,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
LYVBR0DL9J,king,kirkland,WA,98034,2018,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,1,179015028,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
3C3CFFGE7F,king,seatac,WA,98148,2015,fiat,500,battery electric vehicle (bev),87,0,33,475772916,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
JTJCJMGA2R,king,kirkland,WA,98034,2024,lexus,rx,plug-in hybrid electric vehicle (phev),37,0,45,261307420,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
LYVBR0DM5J,king,kirkland,WA,98033,2018,volvo,xc60,plug-in hybrid electric vehicle (phev),17,52900,45,476000556,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCD3LD3N,king,seattle,WA,98125,2022,kia,niro,plug-in hybrid electric vehicle (phev),26,0,46,200622481,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
JA4T5UA92P,king,tukwila,WA,98188,2023,mitsubishi,outlander,plug-in hybrid electric vehicle (phev),38,0,11,254917442,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5LMYJ8XY6P,king,issaquah,WA,98027,2023,lincoln,aviator,plug-in hybrid electric vehicle (phev),21,0,41,270678096,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WVWPR7AU6K,king,auburn,WA,98092,2019,volkswagen,e-golf,battery electric vehicle (bev),125,0,47,161777584,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1FADP5CU7G,king,seattle,WA,98125,2016,ford,c-max,plug-in hybrid electric vehicle (phev),19,0,46,8653760,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8S7DA23P,king,seattle,WA,98146,2023,hyundai,santa fe,plug-in hybrid electric vehicle (phev),30,0,34,254876702,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
ZASPATCW7R,king,seattle,WA,98122,2024,alfa romeo,tonale,plug-in hybrid electric vehicle (phev),33,0,43,257915871,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WVWKR7AU7K,king,tukwila,WA,98168,2019,volkswagen,e-golf,battery electric vehicle (bev),125,0,11,344281605,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBAJB1C51J,king,tukwila,WA,98168,2018,bmw,530e,plug-in hybrid electric vehicle (phev),14,54950,11,215122918,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WVWKR7AU5K,king,seattle,WA,98125,2019,volkswagen,e-golf,battery electric vehicle (bev),125,0,46,2266491,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
WBY1Z4C57F,clark,vancouver,WA,98685,2015,bmw,i3,plug-in hybrid electric vehicle (phev),72,0,18,265526348,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
5UXTA6C01M,king,bellevue,WA,98004,2021,bmw,x5,plug-in hybrid electric vehicle (phev),30,0,41,253554976,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WA1E2AFY2N,king,seattle,WA,98177,2022,audi,q5,plug-in hybrid electric vehicle (phev),22,0,32,202302166,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
1FADP5CU8G,king,seattle,WA,98112,2016,ford,c-max,plug-in hybrid electric vehicle (phev),19,0,43,317617968,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5UXTA6C00N,king,kirkland,WA,98033,2022,bmw,x5,plug-in hybrid electric vehicle (phev),30,0,45,180650711,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDCE3LG0K,king,federal way,WA,98003,2019,kia,niro,battery electric vehicle (bev),239,0,30,179181103,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KL8CK6S00G,yakima,yakima,WA,98903,2016,chevrolet,spark,battery electric vehicle (bev),82,0,14,332341264,PACIFICORP
WA1VABGE1K,king,seattle,WA,98177,2019,audi,e-tron,battery electric vehicle (bev),204,0,36,241482636,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
5YJXCAE25G,king,kent,WA,98030,2016,tesla,model x,battery electric vehicle (bev),200,0,47,134786501,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJXN66R,king,seattle,WA,98125,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,46,251049641,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
KM8S7DA2XP,king,seattle,WA,98117,2023,hyundai,santa fe,plug-in hybrid electric vehicle (phev),30,0,36,245191180,CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA)
3FA6P0SU3H,clark,vancouver,WA,98682,2017,ford,fusion,plug-in hybrid electric vehicle (phev),21,0,17,118333295,BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA)
WA1F2AFY6M,king,kirkland,WA,98034,2021,audi,q5 e,plug-in hybrid electric vehicle (phev),18,0,45,144546027,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
5YJ3E1EA7L,king,kirkland,WA,98034,2020,tesla,model 3,battery electric vehicle (bev),266,0,45,103398025,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4JJXR60N,king,redmond,WA,98052,2022,jeep,wrangler,plug-in hybrid electric vehicle (phev),22,0,45,208566417,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
1C4RJXN64R,kitsap,bremerton,WA,98312,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,26,262542927,PUGET SOUND ENERGY INC
1C4RJXP69R,king,renton,WA,98056,2024,jeep,wrangler,plug-in hybrid electric vehicle (phev),21,0,11,263154062,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
WBY1Z4C54F,king,kent,WA,98031,2015,bmw,i3,plug-in hybrid electric vehicle (phev),72,0,47,348726521,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
KNDPZDAH2P,kitsap,silverdale,WA,98383,2023,kia,sportage,plug-in hybrid electric vehicle (phev),34,0,23,244546991,PUGET SOUND ENERGY INC
5YJSA1H20E,king,bellevue,WA,98004,2014,tesla,model s,battery electric vehicle (bev),208,69900,41,246775973,PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA)
